sensor_id,timestamp,temperature,humidity,location,sensor_type
1029,2025-04-04 02:56:03,30.74,66.07,BuildingA_Floor2,TypeA
1069,2025-04-05 12:40:07,29.05,33.06,BuildingA_Floor1,TypeC
1003,2025-04-07 02:43:10,30.69,79.0,BuildingA_Floor1,TypeA
1066,2025-04-07 06:31:38,22.24,72.67,BuildingB_Floor1,TypeC
1027,2025-04-07 03:38:36,23.69,73.16,BuildingA_Floor1,TypeB
1020,2025-04-03 23:41:45,22.13,40.49,BuildingB_Floor1,TypeC
1084,2025-04-07 08:37:21,16.12,69.78,BuildingA_Floor2,TypeB
1071,2025-04-05 21:09:28,24.93,74.0,BuildingA_Floor1,TypeA
1041,2025-04-07 10:37:47,25.93,65.28,BuildingB_Floor2,TypeB
1095,2025-04-04 10:23:54,22.84,55.49,BuildingA_Floor1,TypeA
1035,2025-04-08 07:37:28,21.03,43.64,BuildingA_Floor1,TypeB
1003,2025-04-06 09:43:01,21.51,58.43,BuildingB_Floor2,TypeB
1071,2025-04-06 16:56:53,25.99,73.42,BuildingA_Floor2,TypeC
1053,2025-04-05 13:46:26,34.5,64.59,BuildingB_Floor2,TypeB
1076,2025-04-08 04:01:02,17.0,71.03,BuildingB_Floor1,TypeA
1029,2025-04-07 20:45:00,30.62,72.44,BuildingA_Floor2,TypeC
1024,2025-04-08 03:43:05,34.61,45.35,BuildingA_Floor1,TypeC
1081,2025-04-05 10:22:38,31.87,32.75,BuildingA_Floor1,TypeC
1067,2025-04-05 08:53:26,28.41,45.25,BuildingA_Floor2,TypeB
1081,2025-04-06 14:30:17,20.47,48.02,BuildingA_Floor1,TypeB
1034,2025-04-06 15:35:26,18.7,44.36,BuildingB_Floor2,TypeC
1014,2025-04-07 05:58:33,32.39,34.75,BuildingB_Floor2,TypeC
1097,2025-04-05 14:07:36,26.27,30.72,BuildingB_Floor1,TypeA
1035,2025-04-05 20:02:45,16.28,77.36,BuildingB_Floor1,TypeB
1020,2025-04-06 18:44:02,21.73,32.53,BuildingA_Floor2,TypeC
1083,2025-04-06 01:11:19,24.49,69.24,BuildingB_Floor2,TypeC
1098,2025-04-04 11:33:21,19.62,54.45,BuildingA_Floor1,TypeC
1028,2025-04-06 04:53:22,26.22,54.83,BuildingB_Floor1,TypeB
1033,2025-04-05 16:33:44,34.89,72.26,BuildingA_Floor2,TypeB
1010,2025-04-07 04:39:15,19.95,61.62,BuildingA_Floor1,TypeC
1003,2025-04-04 01:53:09,22.85,73.82,BuildingB_Floor2,TypeC
1027,2025-04-05 15:38:12,25.21,41.92,BuildingB_Floor1,TypeB
1094,2025-04-03 20:39:51,23.59,78.77,BuildingB_Floor1,TypeA
1051,2025-04-06 19:18:57,31.21,40.16,BuildingB_Floor1,TypeB
1095,2025-04-06 01:42:51,17.69,31.87,BuildingA_Floor1,TypeB
1034,2025-04-05 23:56:04,19.61,49.28,BuildingB_Floor1,TypeB
1085,2025-04-07 05:13:45,29.07,73.53,BuildingB_Floor1,TypeB
1093,2025-04-04 22:20:11,18.63,63.2,BuildingA_Floor2,TypeA
1068,2025-04-05 22:24:26,33.45,48.73,BuildingB_Floor1,TypeA
1094,2025-04-06 12:38:58,18.55,37.36,BuildingB_Floor1,TypeC
1094,2025-04-07 12:47:00,27.27,70.34,BuildingA_Floor2,TypeA
1053,2025-04-06 22:21:23,29.91,76.74,BuildingA_Floor1,TypeA
1088,2025-04-07 06:09:54,19.59,69.88,BuildingB_Floor2,TypeA
1075,2025-04-05 20:30:03,29.93,59.22,BuildingA_Floor1,TypeC
1018,2025-04-04 22:35:35,22.68,34.18,BuildingB_Floor2,TypeB
1099,2025-04-05 22:50:01,29.77,42.77,BuildingA_Floor1,TypeC
1041,2025-04-06 17:18:59,15.43,74.32,BuildingB_Floor2,TypeC
1066,2025-04-06 17:57:43,30.91,36.84,BuildingB_Floor2,TypeC
1000,2025-04-05 11:08:13,30.55,59.66,BuildingA_Floor1,TypeA
1079,2025-04-06 13:34:30,26.85,56.45,BuildingB_Floor2,TypeC
1024,2025-04-08 09:04:43,25.92,32.5,BuildingB_Floor1,TypeA
1027,2025-04-06 18:58:09,23.1,38.99,BuildingA_Floor1,TypeA
1098,2025-04-05 14:10:22,34.57,41.24,BuildingB_Floor1,TypeB
1086,2025-04-07 14:40:31,28.01,42.5,BuildingA_Floor2,TypeA
1036,2025-04-04 07:15:01,16.91,36.7,BuildingA_Floor1,TypeC
1088,2025-04-06 02:18:46,26.45,61.79,BuildingA_Floor2,TypeC
1010,2025-04-07 08:49:06,29.75,33.78,BuildingA_Floor1,TypeB
1007,2025-04-03 17:41:11,19.71,43.67,BuildingA_Floor2,TypeA
1010,2025-04-05 14:04:07,29.2,45.44,BuildingB_Floor1,TypeA
1002,2025-04-08 12:46:57,32.43,39.6,BuildingA_Floor2,TypeA
1030,2025-04-05 22:47:44,29.06,66.5,BuildingA_Floor2,TypeB
1020,2025-04-08 08:49:31,18.07,50.21,BuildingA_Floor2,TypeA
1086,2025-04-06 14:08:14,15.35,62.78,BuildingA_Floor1,TypeB
1009,2025-04-05 10:37:24,24.11,73.61,BuildingB_Floor2,TypeA
1003,2025-04-04 23:24:28,29.68,66.77,BuildingA_Floor2,TypeB
1050,2025-04-05 01:15:44,25.3,74.18,BuildingB_Floor2,TypeA
1060,2025-04-07 09:45:53,20.25,32.19,BuildingB_Floor1,TypeC
1018,2025-04-06 12:23:19,27.52,70.38,BuildingB_Floor2,TypeC
1078,2025-04-06 23:51:30,21.59,73.43,BuildingA_Floor1,TypeA
1054,2025-04-05 02:00:25,18.04,32.08,BuildingB_Floor1,TypeA
1096,2025-04-06 01:08:54,33.13,46.43,BuildingB_Floor1,TypeC
1006,2025-04-06 18:04:21,32.7,31.12,BuildingA_Floor2,TypeC
1058,2025-04-07 12:46:40,26.45,40.79,BuildingB_Floor2,TypeC
1085,2025-04-03 21:02:41,21.74,53.6,BuildingA_Floor1,TypeC
1064,2025-04-06 04:12:44,23.9,55.94,BuildingB_Floor1,TypeC
1086,2025-04-08 12:53:51,16.61,64.38,BuildingB_Floor1,TypeB
1008,2025-04-04 22:36:56,20.34,68.78,BuildingA_Floor1,TypeC
1057,2025-04-06 11:40:33,26.76,53.37,BuildingB_Floor1,TypeC
1099,2025-04-06 11:09:14,18.49,37.4,BuildingB_Floor2,TypeA
1003,2025-04-03 23:55:20,20.89,42.12,BuildingB_Floor2,TypeC
1086,2025-04-05 10:34:05,19.36,78.36,BuildingA_Floor1,TypeC
1013,2025-04-08 13:33:00,25.19,50.04,BuildingA_Floor2,TypeB
1083,2025-04-04 22:26:14,28.34,67.41,BuildingA_Floor2,TypeA
1051,2025-04-06 07:04:36,30.61,73.64,BuildingB_Floor1,TypeB
1017,2025-04-04 18:34:43,33.48,72.55,BuildingB_Floor1,TypeC
1026,2025-04-05 12:24:16,23.5,36.64,BuildingB_Floor1,TypeA
1089,2025-04-04 04:58:38,21.83,67.06,BuildingA_Floor2,TypeC
1037,2025-04-06 21:41:44,29.08,38.13,BuildingA_Floor2,TypeA
1059,2025-04-08 03:46:36,25.39,70.21,BuildingB_Floor1,TypeC
1089,2025-04-07 12:37:53,31.64,56.37,BuildingB_Floor1,TypeA
1091,2025-04-06 19:16:39,24.66,39.82,BuildingB_Floor2,TypeC
1053,2025-04-07 04:52:42,33.92,30.01,BuildingB_Floor2,TypeA
1025,2025-04-04 09:00:54,27.32,51.94,BuildingB_Floor2,TypeC
1092,2025-04-05 05:39:23,30.76,46.64,BuildingA_Floor2,TypeC
1099,2025-04-06 05:32:20,19.45,73.68,BuildingA_Floor2,TypeC
1069,2025-04-04 18:27:19,31.23,61.47,BuildingB_Floor1,TypeC
1079,2025-04-04 21:44:54,24.52,45.48,BuildingB_Floor1,TypeC
1080,2025-04-06 18:20:01,32.58,69.05,BuildingB_Floor1,TypeB
1016,2025-04-05 22:46:28,17.23,78.87,BuildingB_Floor1,TypeC
1092,2025-04-07 18:49:30,16.57,62.37,BuildingB_Floor2,TypeB
1061,2025-04-08 15:22:48,15.55,74.93,BuildingB_Floor1,TypeA
1084,2025-04-06 20:04:00,24.85,56.89,BuildingA_Floor2,TypeA
1091,2025-04-04 16:44:12,21.77,33.32,BuildingA_Floor2,TypeA
1096,2025-04-05 14:48:49,15.43,54.27,BuildingB_Floor2,TypeC
1072,2025-04-04 11:16:18,29.06,71.61,BuildingA_Floor2,TypeA
1092,2025-04-08 15:44:54,15.42,39.89,BuildingB_Floor2,TypeB
1073,2025-04-08 12:23:02,22.59,46.12,BuildingA_Floor2,TypeA
1007,2025-04-08 13:30:54,22.9,30.54,BuildingB_Floor2,TypeA
1022,2025-04-04 02:34:15,18.9,44.77,BuildingA_Floor2,TypeC
1088,2025-04-06 00:01:28,17.29,35.47,BuildingA_Floor2,TypeB
1026,2025-04-04 20:00:59,25.95,35.12,BuildingA_Floor2,TypeC
1010,2025-04-04 15:08:25,34.14,40.82,BuildingB_Floor2,TypeC
1006,2025-04-07 05:33:46,18.34,42.51,BuildingA_Floor1,TypeB
1096,2025-04-05 23:21:28,27.51,75.62,BuildingA_Floor1,TypeC
1074,2025-04-05 01:11:52,32.83,40.88,BuildingB_Floor2,TypeC
1079,2025-04-07 08:45:24,16.63,77.74,BuildingA_Floor2,TypeA
1015,2025-04-08 07:02:50,31.36,66.05,BuildingA_Floor2,TypeB
1003,2025-04-07 22:16:30,32.18,62.69,BuildingA_Floor1,TypeC
1084,2025-04-06 09:47:07,33.2,57.72,BuildingA_Floor2,TypeB
1100,2025-04-08 13:59:35,18.73,61.32,BuildingB_Floor2,TypeA
1015,2025-04-06 08:18:30,18.83,42.49,BuildingB_Floor2,TypeC
1045,2025-04-07 15:39:10,33.62,72.9,BuildingA_Floor1,TypeA
